episode,step,Te,Te_ref,Id,Iq,action_d,action_q,reward,speed
0,0,0.55120707,0.51491576,0.6476686,0.33133268,-0.36996615,-0.71732974,-0.865751211077366,106.51208
0,1,0.5196654,0.51491576,0.3880936,0.28465757,-0.79514384,-0.16228187,-0.4155036009540295,106.51208
0,2,0.51614374,0.51491576,0.19450063,0.26518098,-0.5958229,-0.06384885,-0.2143128960887663,106.51208
0,3,0.50876266,0.51491576,0.14698239,0.25746652,-0.15333748,-0.022001505,-0.17936520909288783,106.51208
0,4,0.5063255,0.51491576,0.12452863,0.2544291,-0.07742512,-0.004943192,-0.1735034996316025,106.51208
0,5,0.50964475,0.51491576,0.09567665,0.25380093,-0.09700549,0.003606081,-0.169146039644412,106.51208
0,6,0.5108239,0.51491576,0.07619198,0.25285715,-0.06879318,0.0015867949,-0.1459722696550531,106.51208
0,7,0.5103243,0.51491576,0.06353658,0.25162625,-0.048188508,-6.246567e-05,-0.1337725602932039,106.51208
0,8,0.510421,0.51491576,0.05510006,0.25102234,-0.035455465,0.0020331144,-0.13456541244929446,106.51208
0,9,0.51055217,0.51491576,0.04863485,0.25058967,-0.029526591,0.0024553537,-0.12749283127572164,106.51208
0,10,0.5106058,0.51491576,0.04353525,0.2502252,-0.025423765,0.0025304556,-0.12385296404050261,106.51208
0,11,0.51062506,0.51491576,0.039703287,0.24994172,-0.021608472,0.0026991367,-0.12352256093352057,106.51208
0,12,0.51069045,0.51491576,0.036934126,0.24976248,-0.018407047,0.0029966831,-0.1231931764324776,106.51208
0,13,0.51076126,0.51491576,0.034895565,0.24964182,-0.016207993,0.0031460524,-0.12116133190102286,106.51208
0,14,0.51082355,0.51491576,0.033364628,0.24955572,-0.01468122,0.003222227,-0.11944193803975917,106.51208
0,15,0.5108688,0.51491576,0.032231215,0.24949165,-0.013485193,0.003264308,-0.11825483550569728,106.51208
0,16,0.5109008,0.51491576,0.03139935,0.24944404,-0.012577713,0.003296256,-0.11734942623619998,106.51208
0,17,0.5109255,0.51491576,0.030785367,0.24940942,-0.011922121,0.0033231974,-0.11658406958760135,106.51208
0,18,0.51094455,0.51491576,0.030328803,0.24938406,-0.011448562,0.0033416748,-0.11590460346096881,106.51208
0,19,0.5109586,0.51491576,0.029989827,0.24936517,-0.011094809,0.0033538342,-0.11536881162867627,106.51208
0,20,0.51096874,0.51491576,0.029738856,0.24935105,-0.010830045,0.0033627748,-0.1149480880813983,106.51208
0,21,0.5109762,0.51491576,0.029553063,0.24934061,-0.010633945,0.0033699274,-0.11460486213739471,106.51208
0,22,0.51098186,0.51491576,0.02941541,0.24933289,-0.010489106,0.0033752918,-0.11430921482947518,106.51208
0,23,0.510986,0.51491576,0.029313382,0.24932717,-0.010381937,0.0033791065,-0.11405748884243211,106.51208
0,24,0.5109891,0.51491576,0.02923776,0.24932297,-0.010302484,0.0033820868,-0.1138561023456193,106.51208
0,25,0.5109914,0.51491576,0.029181754,0.24931984,-0.010243475,0.0033841133,-0.11367628912376022,106.51208
0,26,0.5109931,0.51491576,0.02914023,0.2493175,-0.010199904,0.003385663,-0.11353110587508869,106.51208
0,27,0.5109943,0.51491576,0.029109484,0.24931575,-0.0101674795,0.003386736,-0.11340532803467403,106.51208
0,28,0.51099527,0.51491576,0.029086681,0.24931447,-0.010143578,0.0033876896,-0.11330873571844124,106.51208
0,29,0.510996,0.51491576,0.029069783,0.24931355,-0.010125816,0.0033884048,-0.11322039620357609,106.51208
0,30,0.51099646,0.51491576,0.029057283,0.24931285,-0.010112584,0.0033887625,-0.11313181758274539,106.51208
0,31,0.5109968,0.51491576,0.029048013,0.24931231,-0.010102868,0.00338912,-0.11307564596493086,106.51208
0,32,0.5109971,0.51491576,0.02904114,0.24931195,-0.010095656,0.0033894777,-0.11302946012992601,106.51208
0,33,0.51099735,0.51491576,0.029036049,0.24931166,-0.0100902915,0.003389597,-0.11296460790576995,106.51208
0,34,0.5109975,0.51491576,0.029032266,0.24931145,-0.010086358,0.0033897161,-0.1129296216099652,106.51208
0,35,0.5109976,0.51491576,0.029029474,0.24931128,-0.010083377,0.0033898354,-0.1129027337074879,106.51208
0,36,0.5109977,0.51491576,0.029027414,0.24931116,-0.010081172,0.0033899546,-0.11287771852249122,106.51208
0,37,0.5109977,0.51491576,0.02902587,0.24931107,-0.010079622,0.0033899546,-0.11281837740539755,106.51208
0,38,0.5109978,0.51491576,0.029024743,0.24931103,-0.010078371,0.0033900738,-0.11283989762184696,106.51208
0,39,0.51099783,0.51491576,0.029023912,0.24931099,-0.0100774765,0.0033900738,-0.11278749004010885,106.51208
0,40,0.51099783,0.51491576,0.029023279,0.24931094,-0.01007688,0.0033900738,-0.1127698207390478,106.51208
0,41,0.5109979,0.51491576,0.029022824,0.24931094,-0.010076344,0.003390193,-0.11280021585232922,106.51208
0,42,0.5109979,0.51491576,0.029022489,0.24931091,-0.010075986,0.0033900738,-0.11278625802482128,106.51208
0,43,0.5109979,0.51491576,0.029022232,0.24931088,-0.010075748,0.0033900738,-0.11274083250835833,106.51208
0,44,0.51099795,0.51491576,0.029022036,0.24931088,-0.010075569,0.003390193,-0.11276895072757392,106.51208
0,45,0.5109979,0.51491576,0.029021898,0.24931085,-0.01007539,0.0033900738,-0.11276863017641778,106.51208
0,46,0.51099795,0.51491576,0.029021781,0.24931087,-0.010075331,0.003390193,-0.11275098623315276,106.51208
