episode,step,Te,Te_ref,Id,Iq,action_d,action_q,reward,speed
0,0,0.5010958,0.51491576,0.5949176,0.22110131,-0.9524981,0.5440923,-0.7954811852154329,106.51207397655341
0,1,0.5254755,0.51491576,0.38807303,0.20552298,-0.947279,-0.06418042,-0.28244116036155836,106.51207397655341
0,2,0.5285001,0.51491576,0.17007028,0.1846064,-1.0,-0.105969176,-0.21243121773643558,106.51207397655341
0,3,0.51003736,0.51491576,0.123564884,0.17418465,-0.22064067,-0.05120824,-0.27833466202138624,106.51207397655341
0,4,0.51150507,0.51491576,0.09432195,0.1722704,-0.14226379,-0.003364621,-0.16592727086939368,106.51207397655341
0,5,0.51158905,0.51491576,0.07209707,0.1705068,-0.11059155,-0.0037570233,-0.12249578936357586,106.51207397655341
0,6,0.5109816,0.51491576,0.054971576,0.16895044,-0.08757218,-0.0035222734,-0.11740764414206484,106.51207397655341
0,7,0.51041204,0.51491576,0.041651264,0.16772498,-0.07039344,-0.0023443769,-0.12141220950156123,106.51207397655341
0,8,0.5099629,0.51491576,0.031331588,0.16678333,-0.056845024,-0.001272659,-0.12359478442392087,106.51207397655341
0,9,0.5096006,0.51491576,0.023425408,0.16606195,-0.04594442,-0.00043765825,-0.12490130000266991,106.51207397655341
0,10,0.50931484,0.51491576,0.017428748,0.16551475,-0.03731773,0.00023506954,-0.1257388514135188,106.51207397655341
0,11,0.5090896,0.51491576,0.012940871,0.16510347,-0.030499205,0.0007693058,-0.12620380277937054,106.51207397655341
0,12,0.50891525,0.51491576,0.009623615,0.16479799,-0.025207335,0.0011939289,-0.12635958536939906,106.51207397655341
0,13,0.5087836,0.51491576,0.0071950597,0.16457365,-0.02118905,0.0015254493,-0.1262527517555055,106.51207397655341
0,14,0.5086856,0.51491576,0.005429907,0.16441017,-0.018189004,0.0017771292,-0.12595911907872076,106.51207397655341
0,15,0.5086141,0.51491576,0.0041534496,0.16429189,-0.015978795,0.0019657773,-0.12556454229828923,106.51207397655341
0,16,0.50856197,0.51491576,0.0032339843,0.16420658,-0.014364119,0.0021039702,-0.1251162367047647,106.51207397655341
0,17,0.50852406,0.51491576,0.0025736417,0.16414522,-0.013192037,0.002204642,-0.12466384506282924,106.51207397655341
0,18,0.50849694,0.51491576,0.00210017,0.16410124,-0.012346743,0.0022782234,-0.1242304991906454,106.51207397655341
0,19,0.5084773,0.51491576,0.0017612376,0.1640697,-0.0117381485,0.0023307349,-0.12382018930037157,106.51207397655341
0,20,0.5084634,0.51491576,0.0015189532,0.16404721,-0.011300947,0.0023692094,-0.12345790802465624,106.51207397655341
0,21,0.5084533,0.51491576,0.001345861,0.16403109,-0.010987942,0.002396061,-0.12311744138445449,106.51207397655341
0,22,0.50844616,0.51491576,0.0012221993,0.1640196,-0.0107643325,0.0024157604,-0.12283005115238488,106.51207397655341
0,23,0.5084411,0.51491576,0.0011338982,0.1640114,-0.010604371,0.002429827,-0.12257361981350376,106.51207397655341
0,24,0.50843745,0.51491576,0.0010709964,0.16400556,-0.010489467,0.002439751,-0.12235107204472534,106.51207397655341
0,25,0.5084347,0.51491576,0.0010261171,0.16400135,-0.010407936,0.0024466056,-0.12215074937492902,106.51207397655341
0,26,0.508433,0.51491576,0.0009940958,0.16399841,-0.010349768,0.0024521786,-0.12200121775515045,106.51207397655341
0,27,0.5084316,0.51491576,0.0009711919,0.16399628,-0.010308526,0.0024555463,-0.12183856345864368,106.51207397655341
0,28,0.50843066,0.51491576,0.00095477025,0.16399474,-0.010279204,0.0024580497,-0.12172052785460669,106.51207397655341
0,29,0.50842994,0.51491576,0.0009431956,0.16399364,-0.010257272,0.0024599272,-0.12163197594028446,106.51207397655341
0,30,0.5084294,0.51491576,0.0009349409,0.16399287,-0.010242253,0.0024612683,-0.12153433732955608,106.51207397655341
0,31,0.50842917,0.51491576,0.0009289526,0.16399235,-0.0102320025,0.002462371,-0.12145924286722447,106.51207397655341
0,32,0.5084289,0.51491576,0.0009248603,0.16399193,-0.01022342,0.0024628479,-0.12139766450403894,106.51207397655341
0,33,0.50842875,0.51491576,0.00092171814,0.16399167,-0.010219129,0.0024635035,-0.12132569429601572,106.51207397655341
0,34,0.5084286,0.51491576,0.00091962895,0.16399147,-0.010214361,0.0024636823,-0.12129872629171083,106.51207397655341
0,35,0.50842845,0.51491576,0.0009181194,0.1639913,-0.010211739,0.002463891,-0.12124673848866327,106.51207397655341
0,36,0.50842845,0.51491576,0.0009169793,0.16399123,-0.01021007,0.0024642784,-0.12123143023825064,106.51207397655341
0,37,0.5084284,0.51491576,0.0009161032,0.16399114,-0.010208878,0.0024642486,-0.12116636218496088,106.51207397655341
0,38,0.50842834,0.51491576,0.0009155953,0.1639911,-0.010207209,0.002464338,-0.12119925539556715,106.51207397655341
0,39,0.5084283,0.51491576,0.0009153499,0.16399105,-0.010206017,0.0024644572,-0.12118423625542217,106.51207397655341
0,40,0.5084283,0.51491576,0.00091510493,0.16399103,-0.010206017,0.002464487,-0.12105843087006865,106.51207397655341
0,41,0.5084282,0.51491576,0.00091506954,0.16399102,-0.010205064,0.0024645466,-0.12116298159156647,106.51207397655341
0,42,0.5084283,0.51491576,0.0009149819,0.16399102,-0.010205302,0.0024646658,-0.12112455658131485,106.51207397655341
0,43,0.5084283,0.51491576,0.0009148422,0.163991,-0.010205541,0.0024645764,-0.1211196763752669,106.51207397655341
0,44,0.5084283,0.51491576,0.00091470283,0.163991,-0.010205541,0.0024645466,-0.12105936661535915,106.51207397655341
0,45,0.5084283,0.51491576,0.0009145637,0.16399099,-0.010205541,0.0024645764,-0.12105941206880336,106.51207397655341
0,46,0.50842834,0.51491576,0.00091442507,0.16399099,-0.010205541,0.0024646062,-0.1210593219072445,106.51207397655341
0,47,0.50842834,0.51491576,0.0009143392,0.16399099,-0.010205302,0.0024646062,-0.12108996209240935,106.51207397655341
0,48,0.5084283,0.51491576,0.00091435807,0.16399097,-0.010204826,0.0024644572,-0.12114811027364317,106.51207397655341
0,49,0.5084284,0.51491576,0.00091432466,0.163991,-0.010205064,0.002464785,-0.12114705082281796,106.51207397655341
0,50,0.5084282,0.51491576,0.0009143435,0.16399096,-0.010204826,0.0024643082,-0.12115814549423662,106.51207397655341
