episode,step,Id,Iq,Id_ref,Iq_ref,action_d,action_q,reward,speed
0,0,0.14433682,0.473875,0.25896,0.5564,0.8231731,0.3226327,-0.39255717375429633,509.3778324336012
0,1,0.22652258,0.51501924,0.25896,0.5564,0.15281117,0.19404918,-0.06654073845104067,509.3778324336012
0,2,0.23780397,0.52773863,0.25896,0.5564,-0.06711362,0.090692714,-0.008669499772754316,509.3778324336012
0,3,0.25365114,0.5492441,0.25896,0.5564,-0.056535896,0.12721321,-0.001413615960461609,509.3778324336012
0,4,0.25844738,0.5402593,0.25896,0.5564,-0.09119056,0.009981401,-0.0015738151123336924,509.3778324336012
0,5,0.27152488,0.550555,0.25896,0.5564,-0.066121645,0.086546965,-0.0009098589313194527,509.3778324336012
0,6,0.27183834,0.5557135,0.25896,0.5564,-0.1063004,0.06762458,-0.0003892789483552785,509.3778324336012
0,7,0.2678455,0.56054497,0.25896,0.5564,-0.12037018,0.06611374,-0.00018634736378610704,509.3778324336012
0,8,0.26579633,0.5535806,0.25896,0.5564,-0.11429198,0.019642511,-0.0003157853017090759,509.3778324336012
0,9,0.26497188,0.5539022,0.25896,0.5564,-0.10993266,0.04779776,-0.00013585683874267135,509.3778324336012
0,10,0.2706716,0.5561771,0.25896,0.5564,-0.09038128,0.05580329,-8.701603435415407e-05,509.3778324336012
0,11,0.26439628,0.55081683,0.25896,0.5564,-0.12639348,0.02597278,-0.00035588552354343117,509.3778324336012
0,12,0.2662009,0.5484139,0.25896,0.5564,-0.10114031,0.037121113,-0.00013692546807143137,509.3778324336012
0,13,0.26845425,0.5491927,0.25896,0.5564,-0.09959882,0.049833156,-0.000132606160152705,509.3778324336012
0,14,0.2709645,0.55346453,0.25896,0.5564,-0.09929869,0.06384526,-0.00016172890147077586,509.3778324336012
0,15,0.26655635,0.55990916,0.25896,0.5564,-0.1213538,0.07222239,-0.0002083855008735649,509.3778324336012
0,16,0.27160132,0.5555084,0.25896,0.5564,-0.09288446,0.029993962,-0.00032939321485195565,509.3778324336012
0,17,0.27735457,0.55300134,0.25896,0.5564,-0.08999811,0.03817892,-0.00016813008432246834,509.3778324336012
0,18,0.2686533,0.5563205,0.25896,0.5564,-0.13392948,0.060671374,-0.0005934982732312452,509.3778324336012
0,19,0.2641126,0.558025,0.25896,0.5564,-0.12187502,0.053376988,-0.00011381847519658271,509.3778324336012
0,20,0.26672083,0.5654484,0.25896,0.5564,-0.10111099,0.075571485,-0.00012156365322424871,509.3778324336012
0,21,0.25517812,0.5668677,0.25896,0.5564,-0.14494735,0.051512256,-0.0003921508719069763,509.3778324336012
0,22,0.27068445,0.5636831,0.25896,0.5564,-0.06272135,0.03386047,-0.0008311453269489547,509.3778324336012
0,23,0.27334553,0.5637474,0.25896,0.5564,-0.10127923,0.04791583,-0.00035893308214390336,509.3778324336012
0,24,0.26120374,0.5648729,0.25896,0.5564,-0.1463358,0.0513259,-0.0004650999490178237,509.3778324336012
0,25,0.2584266,0.5643089,0.25896,0.5564,-0.11806363,0.043589044,-0.00016274176295748863,509.3778324336012
0,26,0.25043836,0.5549681,0.25896,0.5564,-0.1329349,0.008487027,-0.0002081654972243163,509.3778324336012
0,27,0.2632188,0.5471952,0.25896,0.5564,-0.06822711,0.014889192,-0.0004974773184046794,509.3778324336012
0,28,0.2627771,0.5425451,0.25896,0.5564,-0.10703217,0.027957525,-0.0002705268977156428,509.3778324336012
0,29,0.26704615,0.5530894,0.25896,0.5564,-0.0933143,0.08752737,-0.0005802030128848729,509.3778324336012
0,30,0.26205444,0.55348116,0.25896,0.5564,-0.12248801,0.04793781,-0.00031818985783819276,509.3778324336012
0,31,0.26764205,0.560888,0.25896,0.5564,-0.09117678,0.07537502,-0.000191414541924353,509.3778324336012
0,32,0.26644653,0.5615086,0.25896,0.5564,-0.11252323,0.049292292,-0.00020911766001903165,509.3778324336012
0,33,0.26022935,0.5625327,0.25896,0.5564,-0.12795164,0.0503006,-0.00010605074007216767,509.3778324336012
0,34,0.263401,0.5513023,0.25896,0.5564,-0.09847815,0.0022342578,-0.0003571270944464526,509.3778324336012
0,35,0.268885,0.55579317,0.25896,0.5564,-0.09075572,0.06416999,-0.000435276042995652,509.3778324336012
0,36,0.26337406,0.5588227,0.25896,0.5564,-0.12484673,0.058505837,-0.0002183013804876937,509.3778324336012
0,37,0.266961,0.5560411,0.25896,0.5564,-0.09728913,0.03570038,-0.0001533043135756645,509.3778324336012
0,38,0.27128127,0.55645347,0.25896,0.5564,-0.094791956,0.04875375,-8.180776264774496e-05,509.3778324336012
0,39,0.275442,0.5534926,0.25896,0.5564,-0.094981164,0.036243763,-0.000167470166180363,509.3778324336012
0,40,0.27543673,0.5417301,0.25896,0.5564,-0.10613197,0.0021741167,-0.00040861751076481896,509.3778324336012
0,41,0.2697362,0.55245394,0.25896,0.5564,-0.12333038,0.08940558,-0.001277198487826128,509.3778324336012
0,42,0.26609835,0.5540355,0.25896,0.5564,-0.11834159,0.053096708,-0.00026601987435511396,509.3778324336012
0,43,0.2704499,0.5613409,0.25896,0.5564,-0.09499213,0.07551386,-0.00016131968987732803,509.3778324336012
0,44,0.28339157,0.5515868,0.25896,0.5564,-0.06861247,0.010320839,-0.0006510324360782599,509.3778324336012
0,45,0.27035654,0.5538982,0.25896,0.5564,-0.14665379,0.05732093,-0.0014500137815618816,509.3778324336012
0,46,0.25687113,0.561645,0.25896,0.5564,-0.14914764,0.0765142,-0.0001735998513999783,509.3778324336012
0,47,0.26332733,0.551925,0.25896,0.5564,-0.08850767,0.007857308,-0.0008709707123834556,509.3778324336012
0,48,0.27028564,0.5598654,0.25896,0.5564,-0.08674481,0.07774591,-0.0005278518009145055,509.3778324336012
0,49,0.27280748,0.5578898,0.25896,0.5564,-0.100744754,0.039842837,-0.000303543041789852,509.3778324336012
0,50,0.26662707,0.5504965,0.25896,0.5564,-0.1262225,0.018389426,-0.000304908576424528,509.3778324336012
0,51,0.27125207,0.54922134,0.25896,0.5564,-0.09260027,0.04208378,-0.0002628227994490451,509.3778324336012
0,52,0.26310903,0.546144,0.25896,0.5564,-0.13090622,0.03476298,-0.000354721777169826,509.3778324336012
0,53,0.27464524,0.55082667,0.25896,0.5564,-0.07136904,0.06529173,-0.0005700673318801013,509.3778324336012
0,54,0.2735634,0.559014,0.25896,0.5564,-0.110863596,0.07982614,-0.0004541955989976617,509.3778324336012
0,55,0.27112466,0.5642301,0.25896,0.5564,-0.11632679,0.06803372,-0.0002369831072915256,509.3778324336012
0,56,0.27839592,0.55854994,0.25896,0.5564,-0.08680886,0.025919393,-0.00047378172602324374,509.3778324336012
0,57,0.2689609,0.5545841,0.25896,0.5564,-0.13652626,0.032388527,-0.0006337445560672377,509.3778324336012
0,58,0.26438883,0.55107325,0.25896,0.5564,-0.121103734,0.03304449,-0.00012714385293477874,509.3778324336012
0,59,0.26970306,0.5511854,0.25896,0.5564,-0.09078094,0.04721304,-0.0001698686099617279,509.3778324336012
0,60,0.2734185,0.55704755,0.25896,0.5564,-0.09617974,0.07035944,-0.00019909517492144624,509.3778324336012
0,61,0.2659381,0.55146164,0.25896,0.5564,-0.13017769,0.025431218,-0.0005269076652867133,509.3778324336012
0,62,0.26650146,0.553705,0.25896,0.5564,-0.10548585,0.055408753,-0.00022391530571304804,509.3778324336012
0,63,0.27457497,0.55439293,0.25896,0.5564,-0.082959056,0.05002611,-0.00011777967672004277,509.3778324336012
0,64,0.2759444,0.55564886,0.25896,0.5564,-0.10343774,0.05297921,-0.00029066562468511495,509.3778324336012
0,65,0.27126613,0.55533296,0.25896,0.5564,-0.12188788,0.04659889,-0.0003271465925417383,509.3778324336012
0,66,0.2690062,0.5499056,0.25896,0.5564,-0.11401645,0.026104767,-0.00020077625050115221,509.3778324336012
0,67,0.2678065,0.54802257,0.25896,0.5564,-0.110092044,0.039622236,-0.0001629157885314886,509.3778324336012
0,68,0.26681417,0.55019635,0.25896,0.5564,-0.10950303,0.05527226,-0.0001729685460035285,509.3778324336012
0,69,0.26409683,0.5397352,0.25896,0.5564,-0.113928065,0.005679719,-0.0003480733367049074,509.3778324336012
0,70,0.27255425,0.53943586,0.25896,0.5564,-0.078942895,0.045694534,-0.00058661825584312,509.3778324336012
0,71,0.2739989,0.54337865,0.25896,0.5564,-0.10052477,0.063017264,-0.0005491714074326636,509.3778324336012
0,72,0.2626004,0.543596,0.25896,0.5564,-0.13993493,0.04774156,-0.000574374884580589,509.3778324336012
0,73,0.26401588,0.5514203,0.25896,0.5564,-0.101922154,0.07667074,-0.0004053817204509348,509.3778324336012
0,74,0.25971898,0.5493409,0.25896,0.5564,-0.119829625,0.037859663,-0.00023305735716479408,509.3778324336012
0,75,0.2657891,0.55806017,0.25896,0.5564,-0.089041814,0.08013526,-0.000323918547034188,509.3778324336012
0,76,0.2672878,0.5611506,0.25896,0.5564,-0.10404123,0.058829155,-0.00011728590133962263,509.3778324336012
0,77,0.27184388,0.55677885,0.25896,0.5564,-0.09461178,0.030194687,-0.00018280504714063625,509.3778324336012
0,78,0.2727421,0.5566552,0.25896,0.5564,-0.10523245,0.047158048,-0.00020619350658587283,509.3778324336012
0,79,0.27524588,0.5536167,0.25896,0.5564,-0.10003237,0.036040016,-0.0002050764114702388,509.3778324336012
0,80,0.26339146,0.5448106,0.25896,0.5564,-0.14244446,0.012770675,-0.0005070017340240436,509.3778324336012
0,81,0.274668,0.5544021,0.25896,0.5564,-0.07237825,0.08446644,-0.0011589075008883658,509.3778324336012
0,82,0.2783302,0.5541015,0.25896,0.5564,-0.09631964,0.047094442,-0.00044771912405819087,509.3778324336012
0,83,0.26742026,0.55841607,0.25896,0.5564,-0.14094651,0.064547844,-0.0006101058858147005,509.3778324336012
0,84,0.26891103,0.5541849,0.25896,0.5564,-0.103392296,0.03050052,-0.0003325946606362705,509.3778324336012
0,85,0.2710802,0.5541792,0.25896,0.5564,-0.10089674,0.047238342,-0.0001325679861430453,509.3778324336012
0,86,0.26751992,0.55928695,0.25896,0.5564,-0.11878633,0.06709364,-0.0002232582363761301,509.3778324336012
0,87,0.26559025,0.5623275,0.25896,0.5564,-0.11467695,0.05864856,-9.042730721619203e-05,509.3778324336012
0,88,0.26309755,0.55268466,0.25896,0.5564,-0.11574889,0.008820364,-0.0003274953865850368,509.3778324336012
0,89,0.26579207,0.5552511,0.25896,0.5564,-0.099315025,0.05640794,-0.00028438786704225184,509.3778324336012
0,90,0.2673713,0.5565248,0.25896,0.5564,-0.10305792,0.051716022,-5.159930266713391e-05,509.3778324336012
0,91,0.26415887,0.5567968,0.25896,0.5564,-0.11775081,0.047691137,-9.397339545924193e-05,509.3778324336012
0,92,0.26670635,0.5559302,0.25896,0.5564,-0.1002269,0.043197833,-5.991334783858452e-05,509.3778324336012
0,93,0.26138335,0.5529395,0.25896,0.5564,-0.123725675,0.034681864,-0.00012269814043755747,509.3778324336012
0,94,0.26054326,0.55293995,0.25896,0.5564,-0.10986364,0.045854796,-4.954706072571337e-05,509.3778324336012
0,95,0.2661658,0.54885006,0.25896,0.5564,-0.08983477,0.030255731,-7.892719998503137e-05,509.3778324336012
0,96,0.26692536,0.54603773,0.25896,0.5564,-0.10386613,0.035696562,-0.000131573328106588,509.3778324336012
0,97,0.2650918,0.5468755,0.25896,0.5564,-0.11153967,0.049835943,-0.0001967041809973951,509.3778324336012
0,98,0.27109933,0.5461245,0.25896,0.5564,-0.08774849,0.04396481,-0.00018836503323616368,509.3778324336012
0,99,0.2611929,0.5474295,0.25896,0.5564,-0.13608453,0.05168175,-0.0004925416466690464,509.3778324336012
0,100,0.25412896,0.56042093,0.25896,0.5564,-0.12896758,0.09600715,-0.0002869944229953614,509.3778324336012
0,101,0.2589363,0.5571667,0.25896,0.5564,-0.093942344,0.032536663,-0.0005650338399024366,509.3778324336012
0,102,0.2666784,0.5541644,0.25896,0.5564,-0.0843599,0.03445855,-1.0140057761465867e-05,509.3778324336012
0,103,0.27360994,0.55443007,0.25896,0.5564,-0.08647544,0.0483208,-8.423508291667753e-05,509.3778324336012
0,104,0.27863136,0.5515809,0.25896,0.5564,-0.09195338,0.037086707,-0.00023412241073230797,509.3778324336012
0,105,0.26498562,0.5523849,0.25896,0.5564,-0.14840382,0.05065321,-0.000747255706978344,509.3778324336012
0,106,0.26241237,0.5473099,0.25896,0.5564,-0.11447847,0.026457157,-0.00022606709568728783,509.3778324336012
0,107,0.2578602,0.5520312,0.25896,0.5564,-0.120480135,0.06410217,-0.0002398654572103149,509.3778324336012
0,108,0.2618024,0.56117916,0.25896,0.5564,-0.09610039,0.0813832,-0.0001095965895445774,509.3778324336012
0,109,0.26512536,0.55693555,0.25896,0.5564,-0.09842913,0.029752247,-0.0002980375190887341,509.3778324336012
0,110,0.2668336,0.56084263,0.25896,0.5564,-0.103268966,0.061920222,-0.00014411870587845897,509.3778324336012
0,111,0.26153243,0.5641798,0.25896,0.5564,-0.12526312,0.059454713,-0.00013071280833008248,509.3778324336012
0,112,0.26245877,0.5611734,0.25896,0.5564,-0.1064306,0.034384497,-0.00016546016522885805,509.3778324336012
0,113,0.26848382,0.5617132,0.25896,0.5564,-0.0906895,0.048737284,-8.040505079493904e-05,509.3778324336012
0,114,0.27153307,0.5581132,0.25896,0.5564,-0.09936574,0.033281244,-0.00015035012274448468,509.3778324336012
