episode,step,Id,Iq,Id_ref,Iq_ref,action_d,action_q,reward,speed
0,0,0.1989648,0.55473745,0.25896,0.5564,0.9810675,0.6425445,-1.6466501815613168,509.3778324336012
0,1,0.26020202,0.5541149,0.25896,0.5564,0.0777976,0.038595848,-0.8824848521034669,509.3778324336012
0,2,0.26095763,0.5551814,0.25896,0.5564,-0.10536754,0.049968746,-0.5044444622909321,509.3778324336012
0,3,0.2579773,0.55599576,0.25896,0.5564,-0.11689502,0.048822604,-0.44941648258844863,509.3778324336012
0,4,0.26019174,0.555632,0.25896,0.5564,-0.10118937,0.044172175,-0.3803621546685809,509.3778324336012
0,5,0.2564412,0.556244,0.25896,0.5564,-0.11931138,0.047859136,-0.4151446170749897,509.3778324336012
0,6,0.2602157,0.55562735,0.25896,0.5564,-0.09648972,0.043070547,-0.4009563292495791,509.3778324336012
0,7,0.25916865,0.5563056,0.25896,0.5564,-0.1111049,0.048330415,-0.41666869530193346,509.3778324336012
0,8,0.25944382,0.55630773,0.25896,0.5564,-0.10716626,0.045637984,-0.26659017056996276,509.3778324336012
0,9,0.2601697,0.5556373,0.25896,0.5564,-0.10572808,0.043089464,-0.2882560154067842,509.3778324336012
0,10,0.2585554,0.5568184,0.25896,0.5564,-0.1128804,0.05024276,-0.4108440017210443,509.3778324336012
0,11,0.26019368,0.55563533,0.25896,0.5564,-0.1030159,0.04102633,-0.34734750562003514,509.3778324336012
0,12,0.25691757,0.55655587,0.25896,0.5564,-0.11790157,0.049100533,-0.4186087016240141,509.3778324336012
0,13,0.25925,0.55834293,0.25896,0.5564,-0.10116632,0.052419815,-0.38429207836656254,509.3778324336012
0,14,0.25999898,0.5567246,0.25896,0.5564,-0.10596991,0.039380632,-0.40056299188676897,509.3778324336012
0,15,0.25976118,0.5575803,0.25896,0.5564,-0.10888449,0.049062755,-0.368366408223261,509.3778324336012
0,16,0.2601819,0.5556408,0.25896,0.5564,-0.10677866,0.038172893,-0.40731865814700724,509.3778324336012
0,17,0.2600252,0.5574759,0.25896,0.5564,-0.10851841,0.052910615,-0.40822295608425624,509.3778324336012
0,18,0.26053098,0.5577026,0.25896,0.5564,-0.10671238,0.046675924,-0.41048461574854467,509.3778324336012
0,19,0.25807115,0.5582214,0.25896,0.5564,-0.115789585,0.04766752,-0.4376756700534347,509.3778324336012
0,20,0.26018775,0.5556648,0.25896,0.5564,-0.10170979,0.03563987,-0.4468153809719856,509.3778324336012
0,21,0.2601541,0.5556307,0.25896,0.5564,-0.10796349,0.045623716,-0.411584367082537,509.3778324336012
0,22,0.25922373,0.5558998,0.25896,0.5564,-0.110711135,0.046732783,-0.39357973374115557,509.3778324336012
0,23,0.2583953,0.5591483,0.25896,0.5564,-0.110760085,0.05823085,-0.3180925695788565,509.3778324336012
0,24,0.25904238,0.5579049,0.25896,0.5564,-0.106485024,0.040712096,-0.4450685724086875,509.3778324336012
0,25,0.25729537,0.558605,0.25896,0.5564,-0.113697045,0.048202418,-0.35078860066027423,509.3778324336012
0,26,0.25927895,0.55708706,0.25896,0.5564,-0.10230076,0.039568312,-0.48184299564599103,509.3778324336012
0,27,0.2601669,0.555652,0.25896,0.5564,-0.1053162,0.040099144,-0.3341519229070882,509.3778324336012
0,28,0.2601841,0.55560744,0.25896,0.5564,-0.10780573,0.04558339,-0.4013148742542895,509.3778324336012
0,29,0.2601789,0.5556105,0.25896,0.5564,-0.10786959,0.0457698,-0.3754602364175765,509.3778324336012
0,30,0.25720033,0.55515146,0.25896,0.5564,-0.11685583,0.043735214,-0.4065025990513315,509.3778324336012
