episode,step,Te,Te_ref,Id,Iq,action_d,action_q,reward,speed
0,0,0.60745037,0.51491576,0.53357095,0.35015526,-0.71700376,-0.64567614,-0.48720790748328646,106.51208
0,1,0.5370306,0.51491576,0.2775488,0.28345913,-0.7858213,-0.24390656,-0.06590878932693839,106.51208
0,2,0.5128832,0.51491576,0.23684648,0.26713234,-0.1324048,-0.052660465,-0.06258012884563469,106.51208
0,3,0.4975833,0.51491576,0.20522109,0.2565268,-0.104663014,-0.03164661,-0.012870844176206786,106.51208
0,4,0.50236183,0.51491576,0.17806537,0.2567474,-0.09117454,0.009575248,-0.011280700816172995,106.51208
0,5,0.5009456,0.51491576,0.15303278,0.2539959,-0.08493477,-0.0028712153,-0.009939635992699206,106.51208
0,6,0.49526766,0.51491576,0.13011773,0.24930947,-0.0785895,-0.011227965,-0.008999468534376812,106.51208
0,7,0.4936671,0.51491576,0.11116924,0.24703345,-0.06661606,-0.0025374293,-0.008316519690653256,106.51208
0,8,0.4938815,0.51491576,0.09603017,0.24597794,-0.055156946,0.001655817,-0.007804806986029259,106.51208
0,9,0.49401477,0.51491576,0.083364025,0.24507958,-0.047749996,0.0018100739,-0.007420622648124307,106.51208
0,10,0.49463776,0.51491576,0.0730909,0.24461073,-0.040574014,0.0031080246,-0.007143524995612984,106.51208
0,11,0.49563655,0.51491576,0.064775534,0.24447733,-0.03471315,0.004113078,-0.006932401745716505,106.51208
0,12,0.49670798,0.51491576,0.058778543,0.24455442,-0.027749002,0.004702449,-0.006773075558782062,106.51208
0,13,0.49757507,0.51491576,0.05447056,0.24465752,-0.022679389,0.0046384335,-0.006660271494038494,106.51208
0,14,0.49823427,0.51491576,0.051371694,0.24474895,-0.01905173,0.004474163,-0.006584452098254691,106.51208
0,15,0.49873444,0.51491576,0.049151417,0.24482802,-0.016416013,0.004340887,-0.006533077538913427,106.51208
0,16,0.4991037,0.51491576,0.047561903,0.24489005,-0.014524102,0.0042135715,-0.006497856147032034,106.51208
0,17,0.4993716,0.51491576,0.046423938,0.24493615,-0.013169885,0.004107952,-0.0064735324438510876,106.51208
0,18,0.49956542,0.51491576,0.04560982,0.24497019,-0.012198687,0.004029751,-0.006456605863258943,106.51208
0,19,0.4997052,0.51491576,0.045027595,0.24499509,-0.011503279,0.003971815,-0.006444745817306302,106.51208
0,20,0.49981123,0.51491576,0.044615258,0.24501616,-0.010993719,0.003941059,-0.006436394103622842,106.51208
0,21,0.49989328,0.51491576,0.044326518,0.24503472,-0.010623038,0.0039201975,-0.006430504079933627,106.51208
0,22,0.49995244,0.51491576,0.04412385,0.24504854,-0.010365009,0.0038938522,-0.0064263675787081245,106.51208
0,23,0.49999452,0.51491576,0.043981574,0.24505849,-0.01018399,0.0038733482,-0.006423474258481007,106.51208
0,24,0.50002456,0.51491576,0.043881893,0.24506576,-0.010056317,0.0038590431,-0.006421449807277907,106.51208
0,25,0.5000459,0.51491576,0.043812085,0.24507096,-0.009966791,0.0038483143,-0.006420032826296871,106.51208
0,26,0.5000608,0.51491576,0.043763176,0.2450746,-0.009904146,0.0038403273,-0.006419041558245027,106.51208
0,27,0.5000713,0.51491576,0.043728925,0.24507721,-0.009860218,0.0038349628,-0.00641834840166209,106.51208
0,28,0.5000787,0.51491576,0.043704957,0.24507903,-0.009829402,0.003831029,-0.006417862981923593,106.51208
0,29,0.50008386,0.51491576,0.043688167,0.2450803,-0.009807885,0.0038282871,-0.006417523502904381,106.51208
0,30,0.50008756,0.51491576,0.043676414,0.24508123,-0.009792805,0.0038263798,-0.006417285766823594,106.51208
0,31,0.50009,0.51491576,0.043668177,0.24508183,-0.009782255,0.00382483,-0.006417119222879492,106.51208
0,32,0.50009185,0.51491576,0.043662425,0.24508229,-0.009774804,0.0038241148,-0.006417003080380533,106.51208
0,33,0.5000931,0.51491576,0.043658406,0.24508259,-0.0097696185,0.0038232803,-0.006416921400558338,106.51208
0,34,0.50009394,0.51491576,0.04365558,0.24508278,-0.009766042,0.0038228035,-0.0064168646910691815,106.51208
0,35,0.50009453,0.51491576,0.04365361,0.24508294,-0.009763479,0.003822565,-0.006416824901775994,106.51208
0,36,0.500095,0.51491576,0.043652236,0.24508306,-0.009761691,0.0038223267,-0.00641679693580484,106.51208
0,37,0.50009525,0.51491576,0.04365126,0.24508312,-0.009760499,0.0038220882,-0.0064167774317946185,106.51208
0,38,0.5000955,0.51491576,0.043650582,0.24508318,-0.009759605,0.0038220882,-0.0064167637981891205,106.51208
0,39,0.50009567,0.51491576,0.04365012,0.24508323,-0.009758949,0.003821969,-0.006416754043968118,106.51208
0,40,0.5000957,0.51491576,0.04364978,0.24508324,-0.009758592,0.0038218498,-0.0064167474884600775,106.51208
0,41,0.5000958,0.51491576,0.04364954,0.24508326,-0.009758294,0.0038218498,-0.006416742831752937,106.51208
0,42,0.50009584,0.51491576,0.04364938,0.24508327,-0.009758055,0.0038218498,-0.006416739465864459,106.51208
0,43,0.5000959,0.51491576,0.04364928,0.24508329,-0.009757876,0.0038218498,-0.006416737135281506,106.51208
0,44,0.5000959,0.51491576,0.043649197,0.24508327,-0.009757817,0.0038217306,-0.006416735583316423,106.51208
