episode,step,Te,Te_ref,Id,Iq,action_d,action_q,reward,speed
0,0,0.5431783,0.51491576,0.89874464,0.3604525,0.3922361,-0.59956264,-1.0115184573241207,106.51207397655341
0,1,0.4963257,0.51491576,0.942083,0.3353798,0.37818003,0.052408814,-0.6335071364219653,106.51207397655341
0,2,0.49786237,0.51491576,0.94173056,0.33636817,0.3172357,0.18800294,-0.5796176271688643,106.51207397655341
0,3,0.48147857,0.51491576,0.945436,0.32580787,0.3596189,0.15114129,-0.550560614339297,106.51207397655341
0,4,0.47598675,0.51491576,0.9466522,0.32225713,0.3493966,0.17525148,-0.5988213641879087,106.51207397655341
0,5,0.4752166,0.51491576,0.9468217,0.32175875,0.34508157,0.18634748,-0.6022751099556519,106.51207397655341
0,6,0.4745712,0.51491576,0.94696355,0.321341,0.3450861,0.18647099,-0.561528158555755,106.51207397655341
0,7,0.4742251,0.51491576,0.94703954,0.32111698,0.3449117,0.18711293,-0.5755830666003537,106.51207397655341
0,8,0.47415462,0.51491576,0.947055,0.32107136,0.34461737,0.18773293,-0.5780095160809061,106.51207397655341
0,9,0.47412944,0.51491576,0.9470605,0.32105505,0.34456897,0.18783009,-0.5675945870642939,106.51207397655341
0,10,0.4741151,0.51491576,0.9470637,0.3210458,0.3445543,0.18784904,-0.5621817164248843,106.51207397655341
0,11,0.4741109,0.51491576,0.9470646,0.32104304,0.34454274,0.18787086,-0.5621018363372778,106.51207397655341
0,12,0.47410986,0.51491576,0.9470648,0.32104236,0.34453905,0.18787777,-0.5589588192719684,106.51207397655341
0,13,0.47410932,0.51491576,0.94706494,0.32104203,0.34453833,0.18787873,-0.5554976212515361,106.51207397655341
0,14,0.4741091,0.51491576,0.947065,0.3210419,0.34453797,0.18787944,-0.5547899709231459,106.51207397655341
0,15,0.4741091,0.51491576,0.947065,0.32104188,0.34453773,0.1878798,-0.5540758506843154,106.51207397655341
0,16,0.47410902,0.51491576,0.947065,0.32104185,0.34453773,0.18787968,-0.5513218004190766,106.51207397655341
0,17,0.47410902,0.51491576,0.947065,0.32104185,0.34453762,0.1878798,-0.5531861546431062,106.51207397655341
0,18,0.47410908,0.51491576,0.947065,0.32104188,0.34453762,0.18787992,-0.552241371727203,106.51207397655341
0,19,0.47410905,0.51491576,0.947065,0.32104185,0.34453773,0.1878798,-0.5531917367340492,106.51207397655341
0,20,0.47410905,0.51491576,0.947065,0.32104185,0.34453762,0.1878798,-0.5520605373450552,106.51207397655341
0,21,0.47410905,0.51491576,0.947065,0.32104185,0.34453762,0.1878798,-0.5511465825048434,106.51207397655341
